STATE,CITY,natural_disaster_score
PENNSYLVANIA,Haverford College,12
PENNSYLVANIA,Hawk Run,11
PENNSYLVANIA,Haysville,11
PENNSYLVANIA,Hayti,14
PENNSYLVANIA,Hazen,16
PENNSYLVANIA,Hazleton,14
PENNSYLVANIA,Hebron,10
PENNSYLVANIA,Heckscherville,13
PENNSYLVANIA,Hegins,12
PENNSYLVANIA,Heidelberg,14
PENNSYLVANIA,Heidlersburg,11
PENNSYLVANIA,Heilwood,10
PENNSYLVANIA,Hellertown,12
PENNSYLVANIA,Hemlock Farms,15
PENNSYLVANIA,Hendersonville,11
PENNSYLVANIA,Henrietta,11
PENNSYLVANIA,Hereford,15
PENNSYLVANIA,Herminie,13
PENNSYLVANIA,Hermitage,13
PENNSYLVANIA,Herndon,14
PENNSYLVANIA,Hershey,14
PENNSYLVANIA,Hickory,11
PENNSYLVANIA,Hickory Hills,16
PENNSYLVANIA,Highland Park,11
PENNSYLVANIA,Highspire,14
PENNSYLVANIA,Hilldale,15
PENNSYLVANIA,Hiller,14
PENNSYLVANIA,Hokendauqua,11
PENNSYLVANIA,Holiday Pocono,12
PENNSYLVANIA,Hollidaysburg,11
PENNSYLVANIA,Holters Crossing,12
PENNSYLVANIA,Homeacre-Lyndora,12
PENNSYLVANIA,Homer City,11
PENNSYLVANIA,Homestead,16
PENNSYLVANIA,Hometown,16
PENNSYLVANIA,Homewood,10
PENNSYLVANIA,Honey Brook,14
PENNSYLVANIA,Hookstown,16
PENNSYLVANIA,Hooversville,13
PENNSYLVANIA,Hopeland,11
PENNSYLVANIA,Hopwood,12
PENNSYLVANIA,Horsham,11
PENNSYLVANIA,Hostetter,14
PENNSYLVANIA,Houserville,15
PENNSYLVANIA,Houston,16
PENNSYLVANIA,Houtzdale,16
PENNSYLVANIA,Howard,16
PENNSYLVANIA,Hublersburg,12
PENNSYLVANIA,Hudson,13
PENNSYLVANIA,Hughestown,13
PENNSYLVANIA,Hughesville,16
PENNSYLVANIA,Hulmeville,13
PENNSYLVANIA,Hummels Wharf,15
PENNSYLVANIA,Hummelstown,16
PENNSYLVANIA,Hunker,10
PENNSYLVANIA,Hunterstown,12
PENNSYLVANIA,Hyde,15
PENNSYLVANIA,Hyde Park,12
PENNSYLVANIA,Hydetown,16
PENNSYLVANIA,Idaville,15
PENNSYLVANIA,Imperial,16
PENNSYLVANIA,Indian Lake,15
PENNSYLVANIA,Indian Mountain Lake,16
PENNSYLVANIA,Indiana,10
PENNSYLVANIA,Industry,12
PENNSYLVANIA,Ingram,15
PENNSYLVANIA,Inkerman,10
PENNSYLVANIA,Intercourse,11
PENNSYLVANIA,Iola,16
PENNSYLVANIA,Ironville,14
PENNSYLVANIA,Irvona,15
PENNSYLVANIA,Irwin,13
PENNSYLVANIA,Ivyland,10
PENNSYLVANIA,Jackson Center,10
PENNSYLVANIA,Jacksonville,15
PENNSYLVANIA,Jacksonwald,10
PENNSYLVANIA,Jacobus,11
PENNSYLVANIA,James City,10
PENNSYLVANIA,Jamestown,14
PENNSYLVANIA,Jamison City,14
PENNSYLVANIA,Jeannette,16
PENNSYLVANIA,Jeddo,16
PENNSYLVANIA,Jefferson,13
PENNSYLVANIA,Jefferson Hills,11
PENNSYLVANIA,Jenkintown,14
PENNSYLVANIA,Jennerstown,15
PENNSYLVANIA,Jermyn,12
PENNSYLVANIA,Jerome,12
PENNSYLVANIA,Jersey Shore,12
PENNSYLVANIA,Jerseytown,16
PENNSYLVANIA,Jessup,15
PENNSYLVANIA,Jim Thorpe,10
PENNSYLVANIA,Joffre,15
PENNSYLVANIA,Johnsonburg,10
PENNSYLVANIA,Johnstown,12
PENNSYLVANIA,Jonestown,13
PENNSYLVANIA,Jugtown,13
PENNSYLVANIA,Julian,10
PENNSYLVANIA,Juniata Gap,12
PENNSYLVANIA,Juniata Terrace,15
PENNSYLVANIA,Kane,13
PENNSYLVANIA,Kapp Heights,10
PENNSYLVANIA,Karns City,15
PENNSYLVANIA,Kelayres,12
PENNSYLVANIA,Kempton,11
PENNSYLVANIA,Kenhorst,12
PENNSYLVANIA,Kenilworth,16
PENNSYLVANIA,Kenmar,12
PENNSYLVANIA,Kennerdell,15
PENNSYLVANIA,Kennett Square,15
PENNSYLVANIA,Kerrtown,14
PENNSYLVANIA,Kersey,14
PENNSYLVANIA,Kimberton,15
PENNSYLVANIA,King Of Prussia,15
PENNSYLVANIA,Kingston,11
PENNSYLVANIA,Kirkwood,11
PENNSYLVANIA,Kiskimere,12
PENNSYLVANIA,Kistler,16
PENNSYLVANIA,Kittanning,13
PENNSYLVANIA,Klahr,16
PENNSYLVANIA,Klingerstown,11
PENNSYLVANIA,Koppel,12
PENNSYLVANIA,Kratzerville,16
PENNSYLVANIA,Kreamer,10
PENNSYLVANIA,Kulpmont,14
PENNSYLVANIA,Kulpsville,16
PENNSYLVANIA,Kutztown,13
PENNSYLVANIA,Kylertown,12
PENNSYLVANIA,Laceyville,16
PENNSYLVANIA,Laflin,15
PENNSYLVANIA,Lake Arthur Estates,10
PENNSYLVANIA,Lake City,14
PENNSYLVANIA,Lake Heritage,10
PENNSYLVANIA,Lake Latonka,12
PENNSYLVANIA,Lake Meade,11
PENNSYLVANIA,Lake Winola,14
PENNSYLVANIA,Lake Wynonah,10
PENNSYLVANIA,Lakemont,11
PENNSYLVANIA,Lamar,13
PENNSYLVANIA,Lampeter,12
PENNSYLVANIA,Lancaster,12
PENNSYLVANIA,Landingville,14
PENNSYLVANIA,Landisburg,10
PENNSYLVANIA,Landisville,13
PENNSYLVANIA,Langeloth,15
PENNSYLVANIA,Langhorne,14
PENNSYLVANIA,Langhorne Manor,15
PENNSYLVANIA,Lansdale,14
PENNSYLVANIA,Lansdowne,10
PENNSYLVANIA,Lansford,13
PENNSYLVANIA,Larke,10
PENNSYLVANIA,Larksville,12
PENNSYLVANIA,Latrobe,15
PENNSYLVANIA,Lattimer,11
PENNSYLVANIA,Laurel Mountain,16
PENNSYLVANIA,Laurel Run,12
PENNSYLVANIA,Laureldale,12
PENNSYLVANIA,Laurelton,15
PENNSYLVANIA,Laurys Station,14
PENNSYLVANIA,Lavelle,12
PENNSYLVANIA,Lawnton,16
PENNSYLVANIA,Lawrence,13
PENNSYLVANIA,Lawrence Park,12
PENNSYLVANIA,Lawson Heights,13
PENNSYLVANIA,Le Raysville,10
PENNSYLVANIA,Leamersville,14
PENNSYLVANIA,Lebanon,13
PENNSYLVANIA,Lebanon South,12
PENNSYLVANIA,Leechburg,14
PENNSYLVANIA,Leesport,16
PENNSYLVANIA,Leetsdale,14
PENNSYLVANIA,Lehighton,13
PENNSYLVANIA,Leith-Hatfield,13
PENNSYLVANIA,Lemont,11
PENNSYLVANIA,Lemont Furnace,11
PENNSYLVANIA,Lemoyne,14
PENNSYLVANIA,Lenape Heights,15
PENNSYLVANIA,Lenhartsville,15
PENNSYLVANIA,Lenkerville,11
PENNSYLVANIA,Leola,12
PENNSYLVANIA,Level Green,10
PENNSYLVANIA,Levittown,14
PENNSYLVANIA,Lewis Run,10
PENNSYLVANIA,Lewisberry,11
PENNSYLVANIA,Lewisburg,13
PENNSYLVANIA,Lewistown,16
PENNSYLVANIA,Liberty,14
PENNSYLVANIA,Lightstreet,11
PENNSYLVANIA,Ligonier,12
PENNSYLVANIA,Lilly,16
PENNSYLVANIA,Lima,14
PENNSYLVANIA,Lime Ridge,14
PENNSYLVANIA,Lincoln,15
PENNSYLVANIA,Lincoln Park,13
PENNSYLVANIA,Lincoln University,14
PENNSYLVANIA,Lincolnville,13
PENNSYLVANIA,Linds Crossing,11
PENNSYLVANIA,Linesville,12
PENNSYLVANIA,Linglestown,16
PENNSYLVANIA,Linntown,16
PENNSYLVANIA,Linwood,12
PENNSYLVANIA,Lionville,14
PENNSYLVANIA,Lititz,14
PENNSYLVANIA,Little Britain,11
PENNSYLVANIA,Littlestown,15
PENNSYLVANIA,Liverpool,15
PENNSYLVANIA,Lock Haven,15
PENNSYLVANIA,Locustdale,13
PENNSYLVANIA,Loganton,15
PENNSYLVANIA,Loganville,12
PENNSYLVANIA,Long Branch,16
PENNSYLVANIA,Longfellow,16
PENNSYLVANIA,Loop,13
PENNSYLVANIA,Lorain,11
PENNSYLVANIA,Lorane,12
PENNSYLVANIA,Loretto,16
PENNSYLVANIA,Lower Allen,12
PENNSYLVANIA,Lower Burrell,16
PENNSYLVANIA,Loyalhanna,10
PENNSYLVANIA,Lucerne Mines,11
PENNSYLVANIA,Lumber City,11
PENNSYLVANIA,Luzerne,10
PENNSYLVANIA,Lykens,13
PENNSYLVANIA,Lynnwood-Pricedale,16
PENNSYLVANIA,Lyons,16
PENNSYLVANIA,Macungie,16
PENNSYLVANIA,Madison,15
PENNSYLVANIA,Madisonburg,15
PENNSYLVANIA,Mahaffey,15
PENNSYLVANIA,Mahanoy City,15
PENNSYLVANIA,Mainville,15
PENNSYLVANIA,Maitland,10
PENNSYLVANIA,Malvern,11
PENNSYLVANIA,Mammoth,13
PENNSYLVANIA,Manchester,12
PENNSYLVANIA,Manheim,15
PENNSYLVANIA,Manor,10
PENNSYLVANIA,Manorville,16
PENNSYLVANIA,Maple Glen,13
PENNSYLVANIA,Marcus Hook,13
PENNSYLVANIA,Marianna,13
PENNSYLVANIA,Marietta,10
PENNSYLVANIA,Marion,12
PENNSYLVANIA,Marion Center,15
PENNSYLVANIA,Marion Heights,13
PENNSYLVANIA,Markleysburg,10
PENNSYLVANIA,Marlin,16
PENNSYLVANIA,Mars,11
PENNSYLVANIA,Marshallton,16
PENNSYLVANIA,Martins Creek,10
PENNSYLVANIA,Martinsburg,10
PENNSYLVANIA,Marysville,10
PENNSYLVANIA,Masontown,13
PENNSYLVANIA,Masthope,10
PENNSYLVANIA,Matamoras,11
PENNSYLVANIA,Mattawana,13
PENNSYLVANIA,Maxatawny,16
PENNSYLVANIA,Mayfield,11
PENNSYLVANIA,Maytown,14
PENNSYLVANIA,Mcadoo,16
PENNSYLVANIA,Mcclure,10
PENNSYLVANIA,Mcdonald,15
PENNSYLVANIA,Mcelhattan,15
PENNSYLVANIA,Mcewensville,13
PENNSYLVANIA,Mcgovern,15
PENNSYLVANIA,Mckean,16
PENNSYLVANIA,Mckeansburg,13
PENNSYLVANIA,Mckee,16
PENNSYLVANIA,Mckees Rocks,10
PENNSYLVANIA,Mckeesport,12
PENNSYLVANIA,Mckinley,12
PENNSYLVANIA,Mcknightstown,11
PENNSYLVANIA,Mcmurray,10
PENNSYLVANIA,Mcsherrystown,15
PENNSYLVANIA,Mcveytown,10
PENNSYLVANIA,Meadowlands,14
PENNSYLVANIA,Meadowood,12
PENNSYLVANIA,Meadville,15
PENNSYLVANIA,Mechanicsburg,16
PENNSYLVANIA,Mechanicsville,16
PENNSYLVANIA,Media,12
PENNSYLVANIA,Mercer,10
PENNSYLVANIA,Mercersburg,15
PENNSYLVANIA,Meridian,11
PENNSYLVANIA,Merion Station,16
PENNSYLVANIA,Mertztown,10
PENNSYLVANIA,Meshoppen,11
PENNSYLVANIA,Messiah College,15
PENNSYLVANIA,Meyersdale,12
PENNSYLVANIA,Middleburg,14
PENNSYLVANIA,Middleport,13
PENNSYLVANIA,Middletown,12
PENNSYLVANIA,Midland,11
PENNSYLVANIA,Midway,10
PENNSYLVANIA,Mifflinburg,16
PENNSYLVANIA,Mifflinville,15
PENNSYLVANIA,Milesburg,12
PENNSYLVANIA,Milford,16
PENNSYLVANIA,Milford Square,16
PENNSYLVANIA,Mill Hall,14
PENNSYLVANIA,Mill Run,15
PENNSYLVANIA,Mill Village,11
PENNSYLVANIA,Millbourne,15
PENNSYLVANIA,Millersburg,15
PENNSYLVANIA,Millerstown,10
PENNSYLVANIA,Millersville,13
PENNSYLVANIA,Millheim,16
PENNSYLVANIA,Millsboro,11
PENNSYLVANIA,Millvale,10
PENNSYLVANIA,Millville,16
PENNSYLVANIA,Millwood,13
PENNSYLVANIA,Milroy,10
PENNSYLVANIA,Milton,13
PENNSYLVANIA,Minersville,13
PENNSYLVANIA,Mingoville,13
PENNSYLVANIA,Mocanaqua,10
PENNSYLVANIA,Modena,15
PENNSYLVANIA,Mohnton,13
PENNSYLVANIA,Mohrsville,15
PENNSYLVANIA,Monaca,16
PENNSYLVANIA,Monessen,16
PENNSYLVANIA,Monongahela,11
PENNSYLVANIA,Monroe,14
PENNSYLVANIA,Monroeville,15
PENNSYLVANIA,Mont Alto,16
PENNSYLVANIA,Mont Clare,14
PENNSYLVANIA,Montandon,13
PENNSYLVANIA,Montgomery,14
PENNSYLVANIA,Montgomeryville,14
PENNSYLVANIA,Montoursville,13
PENNSYLVANIA,Montrose Manor,15
PENNSYLVANIA,Monument,13
PENNSYLVANIA,Moores Mill,11
PENNSYLVANIA,Moose Run,12
PENNSYLVANIA,Moosic,10
PENNSYLVANIA,Morea,13
PENNSYLVANIA,Morgan Hill,13
PENNSYLVANIA,Morgantown,14
PENNSYLVANIA,Morrisdale,11
PENNSYLVANIA,Morrisville,16
PENNSYLVANIA,Morton,16
PENNSYLVANIA,Moscow,14
PENNSYLVANIA,Moshannon,15
PENNSYLVANIA,Mount Aetna,13
PENNSYLVANIA,Mount Carbon,13
PENNSYLVANIA,Mount Carmel,14
PENNSYLVANIA,Mount Cobb,13
PENNSYLVANIA,Mount Eagle,15
PENNSYLVANIA,Mount Gretna,12
PENNSYLVANIA,Mount Gretna Heights,10
PENNSYLVANIA,Mount Holly Springs,10
PENNSYLVANIA,Mount Jewett,10
PENNSYLVANIA,Mount Joy,12
PENNSYLVANIA,Mount Oliver,13
PENNSYLVANIA,Mount Penn,14
PENNSYLVANIA,Mount Pleasant,16
PENNSYLVANIA,Mount Pleasant Mills,11
PENNSYLVANIA,Mount Pocono,13
PENNSYLVANIA,Mount Wolf,12
PENNSYLVANIA,Mountain Top,15
PENNSYLVANIA,Mountainhome,12
PENNSYLVANIA,Mountville,16
PENNSYLVANIA,Muhlenberg Park,10
PENNSYLVANIA,Muir,13
PENNSYLVANIA,Muncy,16
PENNSYLVANIA,Mundys Corner,10
PENNSYLVANIA,Munhall,11
PENNSYLVANIA,Municipality Of Murrysville,15
PENNSYLVANIA,Muse,10
PENNSYLVANIA,Myerstown,11
PENNSYLVANIA,Nanticoke,12
PENNSYLVANIA,Nanty-Glo,10
PENNSYLVANIA,Naomi,10
PENNSYLVANIA,Narberth,14
PENNSYLVANIA,Nazareth,15
PENNSYLVANIA,Nealmont,15
PENNSYLVANIA,Nescopeck,16
PENNSYLVANIA,Nesquehoning,12
PENNSYLVANIA,Nether Providence Township,14
PENNSYLVANIA,New Albany,16
PENNSYLVANIA,New Alexandria,11
PENNSYLVANIA,New Baltimore,16
PENNSYLVANIA,New Beaver,11
PENNSYLVANIA,New Bedford,12
PENNSYLVANIA,New Berlin,15
PENNSYLVANIA,New Berlinville,11
PENNSYLVANIA,New Boston,12
PENNSYLVANIA,New Brighton,16
PENNSYLVANIA,New Britain,11
PENNSYLVANIA,New Buffalo,13
PENNSYLVANIA,New Castle,10
PENNSYLVANIA,New Castle Northwest,16
PENNSYLVANIA,New Centerville,15
PENNSYLVANIA,New Columbia,16
PENNSYLVANIA,New Columbus,13
PENNSYLVANIA,New Cumberland,12
PENNSYLVANIA,New Eagle,12
PENNSYLVANIA,New Florence,16
PENNSYLVANIA,New Freedom,13
PENNSYLVANIA,New Galilee,16
PENNSYLVANIA,New Holland,10
PENNSYLVANIA,New Hope,10
PENNSYLVANIA,New Jerusalem,14
PENNSYLVANIA,New Kensington,11
PENNSYLVANIA,New Kingstown,14
PENNSYLVANIA,New Lebanon,10
PENNSYLVANIA,New Market,13
PENNSYLVANIA,New Morgan,11
PENNSYLVANIA,New Oxford,13
PENNSYLVANIA,New Philadelphia,14
PENNSYLVANIA,New Ringgold,12
PENNSYLVANIA,New Salem,13
PENNSYLVANIA,New Schaefferstown,14
PENNSYLVANIA,New Stanton,14
PENNSYLVANIA,New Tripoli,14
PENNSYLVANIA,New Washington,12
PENNSYLVANIA,New Wilmington,12
PENNSYLVANIA,Newburg,16
PENNSYLVANIA,Newell,12
PENNSYLVANIA,Newmanstown,11
PENNSYLVANIA,Newport,12
PENNSYLVANIA,Newry,12
PENNSYLVANIA,Newton Hamilton,12
PENNSYLVANIA,Newtown,13
PENNSYLVANIA,Newtown Grant,12
PENNSYLVANIA,Newville,11
PENNSYLVANIA,Nicholson,14
PENNSYLVANIA,Nittany,13
PENNSYLVANIA,Nixon,10
PENNSYLVANIA,Noblestown,12
PENNSYLVANIA,Norristown,16
PENNSYLVANIA,North Apollo,16
PENNSYLVANIA,North Belle Vernon,14
PENNSYLVANIA,North Bend,14
PENNSYLVANIA,North Braddock,13
PENNSYLVANIA,North Catasauqua,16
PENNSYLVANIA,North Charleroi,10
PENNSYLVANIA,North East,15
PENNSYLVANIA,North Irwin,16
PENNSYLVANIA,North Philipsburg,16
PENNSYLVANIA,North Vandergrift,11
PENNSYLVANIA,North Wales,15
PENNSYLVANIA,North Warren,14
PENNSYLVANIA,North York,15
PENNSYLVANIA,Northampton,16
PENNSYLVANIA,Northern Cambria,14
PENNSYLVANIA,Northumberland,15
PENNSYLVANIA,Northwest Harborcreek,14
PENNSYLVANIA,Northwood,14
PENNSYLVANIA,Norvelt,13
PENNSYLVANIA,Norwood,10
PENNSYLVANIA,Nottingham,14
PENNSYLVANIA,Noxen,11
PENNSYLVANIA,Nuangola,16
PENNSYLVANIA,Numidia,16
PENNSYLVANIA,Nuremberg,11
PENNSYLVANIA,Oak Hills,12
PENNSYLVANIA,Oakdale,14
PENNSYLVANIA,Oakland,14
PENNSYLVANIA,Oakmont,14
PENNSYLVANIA,Oakwood,15
PENNSYLVANIA,Oberlin,14
PENNSYLVANIA,Ohiopyle,14
PENNSYLVANIA,Ohioville,11
PENNSYLVANIA,Oil City,10
PENNSYLVANIA,Oklahoma,10
PENNSYLVANIA,Old Forge,12
PENNSYLVANIA,Old Orchard,11
PENNSYLVANIA,Oley,14
PENNSYLVANIA,Oliver,10
PENNSYLVANIA,Olivia,13
PENNSYLVANIA,Olyphant,13
PENNSYLVANIA,Oneida,13
PENNSYLVANIA,Orangeville,14
PENNSYLVANIA,Orchard Hills,14
PENNSYLVANIA,Ore Hill,12
PENNSYLVANIA,Oreland,16
PENNSYLVANIA,Oreminea,12
PENNSYLVANIA,Orrstown,12
PENNSYLVANIA,Orrtanna,15
PENNSYLVANIA,Orviston,13
PENNSYLVANIA,Orwigsburg,14
PENNSYLVANIA,Orwin,13
PENNSYLVANIA,Osceola Mills,12
PENNSYLVANIA,Oval,14
PENNSYLVANIA,Oxford,11
PENNSYLVANIA,Paint,10
PENNSYLVANIA,Palmdale,10
PENNSYLVANIA,Palmer Heights,12
PENNSYLVANIA,Palmerton,16
PENNSYLVANIA,Palmyra,13
PENNSYLVANIA,Palo Alto,11
PENNSYLVANIA,Paoli,14
PENNSYLVANIA,Paradise,16
PENNSYLVANIA,Pardeesville,13
PENNSYLVANIA,Paris,12
PENNSYLVANIA,Park Crest,13
PENNSYLVANIA,Park Forest Village,12
PENNSYLVANIA,Parker,15
PENNSYLVANIA,Parkesburg,10
PENNSYLVANIA,Parkside,16
PENNSYLVANIA,Parkville,10
PENNSYLVANIA,Parryville,13
PENNSYLVANIA,Patterson Heights,11
PENNSYLVANIA,Patton,14
PENNSYLVANIA,Paxtang,12
PENNSYLVANIA,Paxtonia,14
PENNSYLVANIA,Paxtonville,10
PENNSYLVANIA,Pen Argyl,11
PENNSYLVANIA,Pen Mar,11
PENNSYLVANIA,Penbrook,14
PENNSYLVANIA,Penn,10
PENNSYLVANIA,Penn Estates,14
PENNSYLVANIA,Penn Farms,13
PENNSYLVANIA,Penn Lake Park,11
PENNSYLVANIA,Penn State Berks,11
PENNSYLVANIA,Penn Wynne,13
PENNSYLVANIA,Penndel,10
PENNSYLVANIA,Penns Creek,11
PENNSYLVANIA,Pennsburg,16
PENNSYLVANIA,Pennsbury Village,15
PENNSYLVANIA,Pennside,15
PENNSYLVANIA,Pennville,15
PENNSYLVANIA,Pennwyn,12
PENNSYLVANIA,Penryn,16
PENNSYLVANIA,Perkasie,12
PENNSYLVANIA,Perryopolis,10
PENNSYLVANIA,Peru,13
PENNSYLVANIA,Petrolia,14
PENNSYLVANIA,Philadelphia,16
PENNSYLVANIA,Philipsburg,10
PENNSYLVANIA,Phoenixville,14
PENNSYLVANIA,Picture Rocks,10
PENNSYLVANIA,Pikes Creek,12
PENNSYLVANIA,Pillow,15
PENNSYLVANIA,Pine Glen,13
PENNSYLVANIA,Pine Grove,12
PENNSYLVANIA,Pine Grove Mills,13
PENNSYLVANIA,Pine Ridge,16
PENNSYLVANIA,Pinecroft,14
PENNSYLVANIA,Pitcairn,10
PENNSYLVANIA,Pittsburgh,11
PENNSYLVANIA,Pittston,11
PENNSYLVANIA,Plainfield,13
PENNSYLVANIA,Plains,15
PENNSYLVANIA,Platea,15
PENNSYLVANIA,Pleasant Gap,13
PENNSYLVANIA,Pleasant Hill,12
PENNSYLVANIA,Pleasant Hills,11
PENNSYLVANIA,Pleasant View,12
PENNSYLVANIA,Pleasantville,14
PENNSYLVANIA,Pleasureville,11
PENNSYLVANIA,Plum,14
PENNSYLVANIA,Plumsteadville,10
PENNSYLVANIA,Plumville,12
PENNSYLVANIA,Plymouth,13
PENNSYLVANIA,Plymouth Meeting,11
PENNSYLVANIA,Plymptonville,12
PENNSYLVANIA,Pocono Mountain Lake Estates,13
PENNSYLVANIA,Pocono Pines,10
PENNSYLVANIA,Pocono Ranch Lands,11
PENNSYLVANIA,Pocono Woodland Lakes,14
PENNSYLVANIA,Point Marion,10
PENNSYLVANIA,Point View,15
PENNSYLVANIA,Polk,13
PENNSYLVANIA,Pomeroy,11
PENNSYLVANIA,Port Allegany,11
PENNSYLVANIA,Port Carbon,16
PENNSYLVANIA,Port Clinton,16
PENNSYLVANIA,Port Matilda,10
PENNSYLVANIA,Port Trevorton,11
PENNSYLVANIA,Port Vue,13
PENNSYLVANIA,Portage,10
PENNSYLVANIA,Portersville,14
PENNSYLVANIA,Portland,10
PENNSYLVANIA,Potlicker Flats,10
PENNSYLVANIA,Potters Mills,14
PENNSYLVANIA,Pottsgrove,15
PENNSYLVANIA,Pottstown,16
PENNSYLVANIA,Pottsville,13
PENNSYLVANIA,Pringle,15
PENNSYLVANIA,Progress,15
PENNSYLVANIA,Prospect,15
PENNSYLVANIA,Prospect Park,16
PENNSYLVANIA,Pughtown,12
PENNSYLVANIA,Puzzletown,16
PENNSYLVANIA,Pymatuning Central,15
PENNSYLVANIA,Pymatuning North,12
PENNSYLVANIA,Pymatuning South,14
PENNSYLVANIA,Quakertown,16
PENNSYLVANIA,Quarryville,13
PENNSYLVANIA,Queens Gate,15
PENNSYLVANIA,Quentin,11
PENNSYLVANIA,Radnor Township,14
PENNSYLVANIA,Railroad,12
PENNSYLVANIA,Ramblewood,16
PENNSYLVANIA,Ramey,13
PENNSYLVANIA,Rankin,10
PENNSYLVANIA,Ranshaw,13
PENNSYLVANIA,Raubsville,13
PENNSYLVANIA,Rauchtown,15
PENNSYLVANIA,Ravine,15
PENNSYLVANIA,Reading,16
PENNSYLVANIA,Reamstown,16
PENNSYLVANIA,Rebersburg,12
PENNSYLVANIA,Red Hill,16
PENNSYLVANIA,Red Lion,12
PENNSYLVANIA,Reedsville,15
PENNSYLVANIA,Reese,15
PENNSYLVANIA,Refton,11
PENNSYLVANIA,Rehrersburg,11
PENNSYLVANIA,Reiffton,14
PENNSYLVANIA,Reightown,15
PENNSYLVANIA,Reinerton,10
PENNSYLVANIA,Reinholds,11
PENNSYLVANIA,Rennerdale,12
PENNSYLVANIA,Renningers,13
PENNSYLVANIA,Renovo,16
PENNSYLVANIA,Republic,16
PENNSYLVANIA,Reservoir,14
PENNSYLVANIA,Revloc,11
PENNSYLVANIA,Rew,13
PENNSYLVANIA,Reynolds Heights,13
PENNSYLVANIA,Rheems,11
PENNSYLVANIA,Riceville,10
PENNSYLVANIA,Richboro,10
PENNSYLVANIA,Richland,14
PENNSYLVANIA,Richlandtown,10
PENNSYLVANIA,Ridgway,14
PENNSYLVANIA,Ridley Park,12
PENNSYLVANIA,Riegelsville,11
PENNSYLVANIA,Ringtown,13
PENNSYLVANIA,Riverside,14
PENNSYLVANIA,Riverview Park,16
PENNSYLVANIA,Roaring Spring,10
PENNSYLVANIA,Robeson Extension,16
PENNSYLVANIA,Robesonia,14
PENNSYLVANIA,Robinson,15
PENNSYLVANIA,Rochester,14
PENNSYLVANIA,Rockledge,10
PENNSYLVANIA,Rockwood,15
PENNSYLVANIA,Rohrsburg,15
PENNSYLVANIA,Rome,10
PENNSYLVANIA,Ronco,15
PENNSYLVANIA,Ronks,11
PENNSYLVANIA,Roots,13
PENNSYLVANIA,Roscoe,16
PENNSYLVANIA,Rose Valley,11
PENNSYLVANIA,Rosemont,11
PENNSYLVANIA,Roseto,10
PENNSYLVANIA,Roslyn,10
PENNSYLVANIA,Rossiter,16
PENNSYLVANIA,Rosslyn Farms,13
PENNSYLVANIA,Rote,14
PENNSYLVANIA,Rothsville,11
PENNSYLVANIA,Rouseville,15
PENNSYLVANIA,Rouzerville,13
PENNSYLVANIA,Rowes Run,11
PENNSYLVANIA,Royalton,14
PENNSYLVANIA,Royer,15
PENNSYLVANIA,Royersford,11
PENNSYLVANIA,Runville,12
PENNSYLVANIA,Rupert,16
PENNSYLVANIA,Rural Valley,13
PENNSYLVANIA,Russell,16
PENNSYLVANIA,Russellton,10
PENNSYLVANIA,Rutherford,11
PENNSYLVANIA,Rutledge,15
PENNSYLVANIA,Sadsburyville,15
PENNSYLVANIA,Saegertown,13
PENNSYLVANIA,Salisbury,13
PENNSYLVANIA,Salix,16
PENNSYLVANIA,Salladasburg,15
PENNSYLVANIA,Salona,15
PENNSYLVANIA,Saltsburg,15
PENNSYLVANIA,Salunga,11
PENNSYLVANIA,Sanatoga,15
PENNSYLVANIA,Sand Hill,10
PENNSYLVANIA,Sandy,15
PENNSYLVANIA,Sandy Lake,10
PENNSYLVANIA,Sandy Ridge,11
PENNSYLVANIA,Sankertown,13
PENNSYLVANIA,Saw Creek,10
PENNSYLVANIA,Saxonburg,11
PENNSYLVANIA,Saylorsburg,15
PENNSYLVANIA,Sayre,11
PENNSYLVANIA,Scalp Level,15
PENNSYLVANIA,Schaefferstown,16
PENNSYLVANIA,Schlusser,11
PENNSYLVANIA,Schnecksville,13
PENNSYLVANIA,Schoeneck,10
PENNSYLVANIA,Schubert,16
PENNSYLVANIA,Schuylkill Haven,13
PENNSYLVANIA,Schwenksville,12
PENNSYLVANIA,Scotland,15
PENNSYLVANIA,Scottdale,10
PENNSYLVANIA,Scranton,13
PENNSYLVANIA,Selinsgrove,10
PENNSYLVANIA,Sellersville,12
PENNSYLVANIA,Seltzer,14
PENNSYLVANIA,Seneca,15
PENNSYLVANIA,Seven Fields,15
PENNSYLVANIA,Seven Springs,11
PENNSYLVANIA,Seven Valleys,15
PENNSYLVANIA,Seward,15
PENNSYLVANIA,Sewickley,13
PENNSYLVANIA,Sewickley Heights,16
PENNSYLVANIA,Sewickley Hills,15
PENNSYLVANIA,Shamokin,15
PENNSYLVANIA,Shamokin Dam,12
PENNSYLVANIA,Shanksville,16
PENNSYLVANIA,Shanor-Northvue,12
PENNSYLVANIA,Sharon,10
PENNSYLVANIA,Sharon Hill,10
PENNSYLVANIA,Sharpsburg,15
PENNSYLVANIA,Sharpsville,15
PENNSYLVANIA,Shartlesville,11
PENNSYLVANIA,Shavertown,10
PENNSYLVANIA,Sheakleyville,13
PENNSYLVANIA,Sheatown,15
PENNSYLVANIA,Sheffield,13
PENNSYLVANIA,Shelltown,15
PENNSYLVANIA,Shellytown,13
PENNSYLVANIA,Shelocta,14
